year,title,artist,id,uri,rank,genre,cover,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,time_signature,duration_ms,start_time
1953,Dragnet,Ray Anthony,4WWkeCAw0u3GISYY5UIkZJ,spotify:track:4WWkeCAw0u3GISYY5UIkZJ,27,Jazz,FALSE,0.554,0.74,0,-9.1,0.159,0.816,0.905,0.16,0.284,95.008,0,4,172307,0:00
1953,Tell Me a Story - Single Version,Jimmy Boyd & Frankie Laine,1THl7yjezM9SW8x2taVS5w,spotify:track:1THl7yjezM9SW8x2taVS5w,28,Pop,TRUE,0.835,0.366,1,-8.215,0.0532,0.807,0,0.105,0.961,122.095,1,4,130933,0:01
1953,Your Cheatin' Heart,Joni James,7LDYBeUEX78Qu5kdRSgB2G,spotify:track:7LDYBeUEX78Qu5kdRSgB2G,29,Pop,FALSE,0.339,0.0455,8,-18.407,0.0302,0.772,0,0.147,0.361,84.5,1,4,170800,0:12
1953,Limelight,Frank Chacksfield,7kH1ncrh5yN5vGSWSAW8wT,spotify:track:7kH1ncrh5yN5vGSWSAW8wT,30,Jazz,FALSE,0.242,0.263,5,-11.621,0.0348,0.925,0.833,0.19,0.146,72.852,1,4,166293,1:00
1953,With These Hands,Eddie Fisher,47SAIBYtLSowmI0n2DkLka,spotify:track:47SAIBYtLSowmI0n2DkLka,31,Pop,FALSE,0.242,0.341,1,-5.32,0.0286,0.844,2.23E-05,0.152,0.134,81.772,1,4,168800,1:09
1953,C'est si bon,Eartha Kitt,2qKsThFG7z8wi5nPKq4Xp3,spotify:track:2qKsThFG7z8wi5nPKq4Xp3,32,Pop,TRUE,0.515,0.363,5,-12.277,0.073,0.625,0,0.0912,0.472,76.817,0,4,177267,0:05
1953,Have You Heard?,Joni James,5XGOV27XOce5EOF6ar9szs,spotify:track:5XGOV27XOce5EOF6ar9szs,33,Pop,FALSE,0.31,0.0298,8,-23.313,0.0359,0.875,0,0.372,0.16,126.128,1,4,181213,0:08
1953,"Baby, Don't Do It",The 5 Royales,6Tit6k7H1nlApI3CUeQNXc,spotify:track:6Tit6k7H1nlApI3CUeQNXc,34,Jazz,FALSE,0.407,0.507,9,-8.194,0.0441,0.831,0,0.139,0.536,85.763,0,4,165440,0:49
1953,Mama He Treats Your Daughter Mean,Ruth Brown,0M6aXJWigiiD2rYHU1oobr,spotify:track:0M6aXJWigiiD2rYHU1oobr,35,R&B/Soul,FALSE,0.814,0.255,1,-12.339,0.0884,0.585,0,0.0668,0.885,122.596,1,4,173067,0:26
1953,I'm Mad,Willie Mabon and His Combo,1Q1i4xfQlI3d5ruLzPyQLl,spotify:track:1Q1i4xfQlI3d5ruLzPyQLl,37,R&B/Soul,FALSE,0.732,0.382,8,-12.481,0.105,0.539,0,0.118,0.782,106.666,1,4,159133,0:18
1953,"Help Me, Somebody",The 5 Royales,5mhK2MtkCG5WPoFpK8oHfl,spotify:track:5mhK2MtkCG5WPoFpK8oHfl,38,R&B/Soul,FALSE,0.38,0.508,9,-4.973,0.0296,0.825,0,0.181,0.405,98.577,0,3,183320,0:00
1953,Please Love Me,B. B. King,44yId2RD6qL479B3vyWpe4,spotify:track:44yId2RD6qL479B3vyWpe4,39,R&B/Soul,FALSE,0.538,0.744,3,-11.87,0.0387,0.127,0.000375,0.0898,0.714,105.848,1,4,167933,0:26
1953,The Clock,Johnny Ace,5A9SVwkFkp3X6RnFm6dVSy,spotify:track:5A9SVwkFkp3X6RnFm6dVSy,40,R&B/Soul,FALSE,0.319,0.295,11,-12.075,0.0291,0.965,0.00551,0.109,0.325,96.247,1,4,177685,0:19
1953,Shake A Hand,Faye Adams,2OQG2iKZM9aU5yTOzvR2cu,spotify:track:2OQG2iKZM9aU5yTOzvR2cu,41,R&B/Soul,FALSE,0.413,0.558,3,-9.159,0.0429,0.857,1.11E-06,0.449,0.449,67.881,1,4,174173,0:30
1953,Honey Hush,Big Joe Turner,4oRdoRMvLz5N9R71GEC7yV,spotify:track:4oRdoRMvLz5N9R71GEC7yV,43,R&B/Soul,FALSE,0.489,0.373,2,-14.319,0.0748,0.493,0,0.0792,0.754,166.192,0,4,160133,0:08
1954,Ricochet,Teresa Brewer,3N36r5y4bP9kpUNw43RkPy,spotify:track:3N36r5y4bP9kpUNw43RkPy,1,Pop,FALSE,0.721,0.448,0,-14.557,0.435,0.72,0,0.381,0.837,131.565,0,4,162507,0:28
1954,"Oh, Mein Papa",Eddie Fisher,0EIEvpiVxoXEn5GZWvG1RT,spotify:track:0EIEvpiVxoXEn5GZWvG1RT,2,Pop,TRUE,0.425,0.188,10,-9.927,0.0289,0.863,0,0.347,0.502,97.048,1,4,185627,0:09
1954,Oh Mein Papa - 2005 Remaster,Eddie Calvert,3t29xr4nzxUu1CPibWfU8m,spotify:track:3t29xr4nzxUu1CPibWfU8m,3,Pop,TRUE,0.301,0.395,10,-10.248,0.032,0.908,0.914,0.205,0.21,109.877,1,4,168533,0:30
1954,Stranger in Paradise - Remastered,Tony Bennett,0VSkGr3AikTWSUaJQL6GNC,spotify:track:0VSkGr3AikTWSUaJQL6GNC,4,Pop,FALSE,0.172,0.264,6,-12.149,0.031,0.967,2.27E-05,0.211,0.145,84.608,1,4,187587,0:17
1954,Stranger In Paradise,The Four Aces,6B1uUI4oGXrkn2amek9OVQ,spotify:track:6B1uUI4oGXrkn2amek9OVQ,5,Pop,FALSE,0.37,0.159,5,-11.988,0.028,0.554,0,0.337,0.437,79.588,1,4,177227,0:16
1954,Secret Love,Doris Day,5wzjc23Qsn7wN75eLMvFEc,spotify:track:5wzjc23Qsn7wN75eLMvFEc,6,Pop,FALSE,0.28,0.177,11,-12.085,0.0315,0.891,0.000161,0.114,0.221,132.359,1,4,219600,0:14
1954,Make Love To Me,Jo Stafford,4EN9pfuDRIkftE4l5j8vtN,spotify:track:4EN9pfuDRIkftE4l5j8vtN,7,Jazz,FALSE,0.629,0.396,2,-9.142,0.0329,0.851,0,0.257,0.836,110.163,1,4,164440,0:09
1954,Wanted (with Henri René & His Orchestra and Chorus),Perry Como,6odYX5rN6cIVzJfn6EDNQC,spotify:track:6odYX5rN6cIVzJfn6EDNQC,8,Pop,FALSE,0.273,0.166,1,-12.312,0.0348,0.915,2.35E-06,0.341,0.428,72.882,0,4,184933,0:13
1954,Little Things Mean a Lot,Kitty Kallen,5rqfnzTJlvnIHpRqpDK37O,spotify:track:5rqfnzTJlvnIHpRqpDK37O,9,Pop,FALSE,0.345,0.0304,8,-21.772,0.0444,0.963,7.96E-05,0.108,0.242,82.848,1,4,178145,0:01
1954,Hernando's Hideaway,Archie Bleyer,4FrjjVI4KdZoqgiMMOtiuf,spotify:track:4FrjjVI4KdZoqgiMMOtiuf,10,Pop,TRUE,0.857,0.522,0,-10.308,0.157,0.115,0.00221,0.165,0.654,118.494,0,4,152507,0:06
1954,Sh Boom (Life Could Be a Dream),Crew Cuts,5ZqiHCo9WbLBLPTALP9aRC,spotify:track:5ZqiHCo9WbLBLPTALP9aRC,11,Pop,TRUE,0.675,0.232,2,-12.821,0.102,0.843,0,0.547,0.598,64.44,0,4,169627,0:06
1954,Sh-Boom - Single Version,The Chords,5TiUTAPurormiQX9gE0CAQ,spotify:track:5TiUTAPurormiQX9gE0CAQ,12,Pop,TRUE,0.667,0.467,5,-8.991,0.0499,0.851,0,0.272,0.905,136.676,1,4,144320,0:06
1954,Hey There - Single Version,Rosemary Clooney,0hNwfLcROljm0Wk9zWIQ6z,spotify:track:0hNwfLcROljm0Wk9zWIQ6z,13,Pop,FALSE,0.445,0.101,7,-15.386,0.0367,0.97,2.98E-05,0.144,0.206,88.163,0,5,178333,0:19
1954,Hey There,Sammy Davis Jr.,0LTypm8gEHTJcHUlGdq1RD,spotify:track:0LTypm8gEHTJcHUlGdq1RD,14,Pop,FALSE,0.44,0.469,5,-8.996,0.0403,0.731,2.37E-06,0.154,0.603,120.765,1,4,165133,0:08
1954,If I Give My Heart to You,Doris Day,6XQQzBM6o613RDcrMP2ea7,spotify:track:6XQQzBM6o613RDcrMP2ea7,15,Pop,TRUE,0.412,0.143,9,-16.036,0.0455,0.964,1.21E-06,0.1,0.203,130.797,1,4,169240,0:09
1954,I Need You Now - 2001 Remastered,Eddie Fisher,1DxNMWy8jnnLq8NeD0Nq7F,spotify:track:1DxNMWy8jnnLq8NeD0Nq7F,17,Pop,FALSE,0.608,0.23,7,-9.429,0.0318,0.868,0,0.326,0.749,117.976,1,3,148143,0:06
1954,Mr. Sandman,The Chordettes,1T3tP6HvCgDF8ewpRqwM1e,spotify:track:1T3tP6HvCgDF8ewpRqwM1e,18,Pop,FALSE,0.616,0.426,9,-8.399,0.0421,0.634,0,0.0695,0.589,110.399,1,4,143613,0:11
1954,Oh Baby Mine (I Get So Lonely),The Four Knights,4BOgwatvqxBoMMBbcNfo82,spotify:track:4BOgwatvqxBoMMBbcNfo82,19,Pop,TRUE,0.799,0.411,8,-10.107,0.0448,0.623,0,0.119,0.97,112.42,1,4,124333,0:08
1954,Three Coins in the Fountain,The Four Aces,1KPH77om6fvcNCjDMjgTvt,spotify:track:1KPH77om6fvcNCjDMjgTvt,20,Pop,FALSE,0.402,0.363,3,-7.068,0.0312,0.219,0,0.28,0.449,77.483,1,4,182253,0:18
1954,Young At Heart - Remastered,Frank Sinatra,0C8LePP1gEIcE80KcVLf6K,spotify:track:0C8LePP1gEIcE80KcVLf6K,21,Jazz,FALSE,0.285,0.247,8,-11.631,0.0321,0.778,0,0.384,0.431,85.358,1,4,169347,0:12
1954,This Ole House - Single Version,Rosemary Clooney,3reMY0PF49alfXMs30c2z4,spotify:track:3reMY0PF49alfXMs30c2z4,22,Pop,FALSE,0.689,0.723,0,-8.079,0.0483,0.755,0,0.248,0.962,105.913,1,4,142267,0:03
1954,Cross Over The Bridge,Patti Page,4OAEEIyG2E9t0lHUXnmTan,spotify:track:4OAEEIyG2E9t0lHUXnmTan,23,Pop,FALSE,0.573,0.615,4,-9.976,0.112,0.692,0,0.172,0.865,134.177,1,3,156160,0:05
1954,The Little Shoemaker,The Gaylords,3kmyWaAojME9H2Ciz6CYsx,spotify:track:3kmyWaAojME9H2Ciz6CYsx,24,Pop,FALSE,0.893,0.276,7,-13.305,0.0738,0.605,0,0.179,0.965,125.424,1,4,137133,0:07
1954,That's Amore - 1998 Remastered,Dean Martin,2yVKRJ026MOBElS97mp2Xl,spotify:track:2yVKRJ026MOBElS97mp2Xl,25,Pop,FALSE,0.475,0.187,10,-10.906,0.0322,0.656,0,0.0946,0.429,78.809,1,1,187547,0:20
1954,"Answer Me, My Love",Nat King Cole,66jnx6AGh5O8Q9rm5tAfJ9,spotify:track:66jnx6AGh5O8Q9rm5tAfJ9,27,Jazz,FALSE,0.259,0.183,2,-14.781,0.0336,0.934,0,0.0813,0.301,74.935,1,3,158173,0:10
1954,If You Love Me (Really Love Me),Kay Starr,2ETIKpYNFiQLu17aQWDr9I,spotify:track:2ETIKpYNFiQLu17aQWDr9I,28,Pop,FALSE,0.339,0.4,2,-9.9,0.0328,0.811,0,0.319,0.407,113.041,1,3,170133,0:18
1954,Hold My Hand,Don Cornell,6eGgw0KZkNfDy5CFP5nWvZ,spotify:track:6eGgw0KZkNfDy5CFP5nWvZ,30,Pop,FALSE,0.315,0.0695,3,-17.376,0.0447,0.979,0.14,0.154,0.223,83.139,1,4,165880,0:19
1954,Changing Partners - Single Version,Patti Page,4prg0gRBez5lchTo2YvmRJ,spotify:track:4prg0gRBez5lchTo2YvmRJ,31,Country,FALSE,0.499,0.223,10,-9.748,0.0361,0.97,0.000914,0.12,0.239,76.45,1,4,175870,0:10
1954,Papa Loves Mambo,Perry Como,4qdF7iTMOWPLZrH7s6yfZk,spotify:track:4qdF7iTMOWPLZrH7s6yfZk,32,Pop,FALSE,0.674,0.498,0,-10.07,0.13,0.512,2.05E-06,0.404,0.747,81.075,1,4,162107,0:11
1954,"Shake, Rattle And Roll - Single Version",Bill Haley,2McHF33C9Tx4lfwKBefE4n,spotify:track:2McHF33C9Tx4lfwKBefE4n,33,Rock,FALSE,0.663,0.821,5,-5.798,0.161,0.153,0,0.0952,0.83,167.976,1,3,151573,0:22
1954,In the Chapel in the Moonlight,Kitty Kallen,6pJeuRa8dj6Hph2r9Unn5H,spotify:track:6pJeuRa8dj6Hph2r9Unn5H,35,Pop,FALSE,0.316,0.0829,5,-14.554,0.0368,0.981,0.0364,0.324,0.175,98.278,1,4,172200,0:16
1954,Here,Tony Martin,1ckMtp20BzrrrszEkZa3Vr,spotify:track:1ckMtp20BzrrrszEkZa3Vr,36,Pop,FALSE,0.294,0.348,0,-8.141,0.03,0.933,0.000323,0.135,0.294,84.525,1,4,187733,0:14
1954,The Things That I Used To Do,Guitar Slim,3NWDb3bbMBTArBblzG4jMX,spotify:track:3NWDb3bbMBTArBblzG4jMX,37,R&B/Soul,TRUE,0.48,0.303,5,-13.675,0.0384,0.812,0,0.0889,0.643,98.282,1,3,180453,0:16
1954,I'Ll Be True,Faye Adams,2tkyxiKGmzT4TlrcJ3fr72,spotify:track:2tkyxiKGmzT4TlrcJ3fr72,38,R&B/Soul,FALSE,0.644,0.542,1,-9.902,0.0835,0.353,0,0.282,0.815,130.82,1,4,168693,0:07
1954,You'll Never Walk Alone,Roy Hamilton,55stbOggGigEVWwKTzeLOH,spotify:track:55stbOggGigEVWwKTzeLOH,39,Pop,FALSE,0.167,0.11,1,-15.404,0.0327,0.866,0.000401,0.127,0.193,74.732,1,4,196427,1:41
1954,Work With Me Annie,Hank Ballard & The Midnighters,7a9WJhMKGMOIbYccqY9n3v,spotify:track:7a9WJhMKGMOIbYccqY9n3v,40,R&B/Soul,FALSE,0.688,0.282,4,-13.558,0.0332,0.931,1.65E-06,0.165,0.699,123.059,1,4,166200,0:19
1954,"Shake, Rattle and Roll",Big Joe Turner,7aLoa1F3EoM8AeC6Ao1RKz,spotify:track:7aLoa1F3EoM8AeC6Ao1RKz,41,R&B/Soul,FALSE,0.612,0.584,8,-6.296,0.0623,0.788,3.13E-06,0.193,0.845,154.704,1,4,179626,1:57
1954,Honey Love,Clyde McPhatter,0wK6j35xxeH96PWULdAR7f,spotify:track:0wK6j35xxeH96PWULdAR7f,42,R&B/Soul,FALSE,0.692,0.375,0,-8.061,0.252,0.858,1.87E-05,0.366,0.963,77.051,1,4,143160,0:11
1954,Oh What a Dream,Ruth Brown,43kfl5F1Rw6ePsVpQwGWl2,spotify:track:43kfl5F1Rw6ePsVpQwGWl2,43,R&B/Soul,FALSE,0.681,0.12,7,-17.586,0.0369,0.772,0.000285,0.16,0.498,110.089,1,3,172267,0:25
1954,Annie Had A Baby,Hank Ballard & The Midnighters,1kUbfOViy9pPQS4zxIn9Tt,spotify:track:1kUbfOViy9pPQS4zxIn9Tt,44,R&B/Soul,FALSE,0.762,0.43,3,-7.655,0.0345,0.634,0,0.175,0.938,118.869,1,4,161907,0:15
1954,It Hurts Me to My Heart,Faye Adams,6auhXAIULdGqobk59F7yLk,spotify:track:6auhXAIULdGqobk59F7yLk,45,R&B/Soul,FALSE,0.592,0.459,8,-5.735,0.0496,0.517,0,0.101,0.78,83.246,1,4,180413,0:03
1954,Mambo Baby,Ruth Brown,52eFzDChHCtHkrbejFqe4S,spotify:track:52eFzDChHCtHkrbejFqe4S,46,R&B/Soul,FALSE,0.75,0.322,8,-14.327,0.108,0.449,0.0286,0.0921,0.761,85.567,1,4,163800,0:10
1954,Hearts Of Stone,The Charms,1tNmV5JOoCSCN1qKqyqQyZ,spotify:track:1tNmV5JOoCSCN1qKqyqQyZ,47,R&B/Soul,TRUE,0.625,0.745,3,-6.437,0.0615,0.833,0,0.0519,0.818,74.872,1,4,155733,0:00
1954,"You Upset Me, Baby",B. B. King,4OSxIwADt42Ue84gKoDZSQ,spotify:track:4OSxIwADt42Ue84gKoDZSQ,48,R&B/Soul,FALSE,0.709,0.511,0,-7.468,0.162,0.924,0.000855,0.323,0.741,116.328,1,4,183148,0:28
1955,(We're Gonna) Rock Around The Clock,Bill Haley,1uRKT2LRANv4baowBWHfDS,spotify:track:1uRKT2LRANv4baowBWHfDS,1,Rock,FALSE,0.811,0.859,9,-6.317,0.168,0.205,3.73E-06,0.0761,0.784,90.686,1,4,129893,0:00
1955,Sixteen Tons,Tennessee Ernie Ford,7GDHK8YWdQOCt6rA7xBv4P,spotify:track:7GDHK8YWdQOCt6rA7xBv4P,2,Pop,FALSE,0.695,0.407,11,-9.564,0.109,0.843,3.35E-06,0.23,0.441,143.877,1,4,160147,0:20
1955,Love Is A Many Splendored Thing,The Four Aces,3zh4p6iIzzDKK237ifKhze,spotify:track:3zh4p6iIzzDKK237ifKhze,3,Pop,FALSE,0.33,0.359,2,-8.191,0.0324,0.735,0,0.305,0.275,114.779,1,3,178493,0:20
1955,The Yellow Rose of Texas - Single Version,Mitch Miller,7985fUI9WlsIIrQuO9TBDh,spotify:track:7985fUI9WlsIIrQuO9TBDh,4,Pop,TRUE,0.788,0.878,8,-8.834,0.041,0.835,8.79E-06,0.0892,0.929,100.064,1,4,181067,0:20
1955,Autumn Leaves,Roger Williams,6M4q5siGdZr55ZWe7RJ5lE,spotify:track:6M4q5siGdZr55ZWe7RJ5lE,5,Pop,FALSE,0.235,0.253,2,-15.677,0.0316,0.967,0.85,0.135,0.162,105.118,0,4,193904,0:38
1955,Learnin' The Blues - Remastered,Frank Sinatra,177n1ckYQkeOzLhSSkKci2,spotify:track:177n1ckYQkeOzLhSSkKci2,6,Pop,FALSE,0.497,0.327,9,-8.586,0.0354,0.627,0,0.0552,0.619,126.644,1,4,180947,0:15
1955,Ain't That A Shame,Pat Boone,6pTybvSMcw5spOS7d656rn,spotify:track:6pTybvSMcw5spOS7d656rn,7,Pop,FALSE,0.693,0.591,10,-5.249,0.0317,0.415,0.000253,0.136,0.83,116.826,1,4,143893,0:07
1955,Moments To Remember,The Four Lads,3M6vVP9wlbGC10xZ654SDb,spotify:track:3M6vVP9wlbGC10xZ654SDb,8,Pop,FALSE,0.304,0.292,7,-12.813,0.0278,0.963,0.000249,0.205,0.376,84.022,1,4,195133,0:33
1955,I Hear You Knocking,Gale Storm,44FypOpMTkkpPAOkTrFxOJ,spotify:track:44FypOpMTkkpPAOkTrFxOJ,9,Pop,TRUE,0.528,0.634,8,-7.935,0.0318,0.839,0.000685,0.176,0.687,96.746,1,4,143430,0:19
1955,A Blossom Fell,Nat King Cole,7xSeHkkHknKJa7EJF0u8cx,spotify:track:7xSeHkkHknKJa7EJF0u8cx,10,Pop,FALSE,0.21,0.202,7,-15.442,0.0341,0.823,0.000135,0.349,0.215,65.641,1,3,153160,0:05
1955,The Yellow Rose Of Texas,Johnny Desmond,5kOkrRK1Z8CHLOewSixfDv,spotify:track:5kOkrRK1Z8CHLOewSixfDv,12,Pop,TRUE,0.69,0.747,9,-9.329,0.0964,0.592,6.91E-05,0.162,0.898,110.592,1,4,147400,0:12
1955,Seventeen,The Fontane Sisters,3jRHXv5LZLQ8LMVDHR4UYS,spotify:track:3jRHXv5LZLQ8LMVDHR4UYS,13,Pop,FALSE,0.55,0.302,1,-10.665,0.0429,0.698,0,0.0938,0.768,170.426,1,4,124987,0:05
1955,He,Al Hibbler,09ttZU3FzZXZPDYhsEkU4K,spotify:track:09ttZU3FzZXZPDYhsEkU4K,15,Pop,FALSE,0.285,0.386,10,-7.629,0.036,0.709,5.00E-06,0.332,0.21,80.771,1,3,190028,0:09
1955,The Shifting Whispering Sands,Billy Vaughn,5pPVw4cVGpEYgqA27lkbgm,spotify:track:5pPVw4cVGpEYgqA27lkbgm,16,Pop,FALSE,0.345,0.261,11,-21.677,0.0528,0.948,0.00953,0.309,0.562,91.69,1,4,197551,1:36
1955,Only You (And You Alone),The Platters,66D7zHfeW0frszhjR9ewZ1,spotify:track:66D7zHfeW0frszhjR9ewZ1,17,R&B/Soul,TRUE,0.411,0.28,3,-11.961,0.0285,0.956,0,0.12,0.309,80.337,1,4,155693,0:03
1955,Love And Marriage,Frank Sinatra,1yrvJpMmaTd3mknYAFVrOs,spotify:track:1yrvJpMmaTd3mknYAFVrOs,18,Jazz,FALSE,0.729,0.221,10,-13.774,0.0373,0.703,0,0.124,0.694,114.738,1,4,89467,0:11
1955,Tina Marie,Perry Como,481WMxQUpirmCOzNtp0Z7X,spotify:track:481WMxQUpirmCOzNtp0Z7X,19,Pop,FALSE,0.675,0.297,5,-12.546,0.167,0.658,0,0.163,0.923,179.186,1,4,151533,0:32
1955,Something's Gotta Give,The McGuire Sisters,5CymSasio6uMS3uPBbrd3R,spotify:track:5CymSasio6uMS3uPBbrd3R,20,Pop,FALSE,0.747,0.242,10,-8.971,0.039,0.689,0,0.133,0.662,129.736,1,4,174000,0:30
1955,Maybellene - Single Version,Chuck Berry,2poop0aex0YfrSkCKaYEI8,spotify:track:2poop0aex0YfrSkCKaYEI8,21,Rock,FALSE,0.765,0.838,10,-6.819,0.0967,0.817,0,0.126,0.764,117.492,0,4,139933,0:03
1955,Cherry Pink And Apple Blossom White,Perez Prado,51zUJJpFXCklG4gtuUSl89,spotify:track:51zUJJpFXCklG4gtuUSl89,22,Pop,FALSE,0.527,0.593,3,-8.815,0.0435,0.47,0.686,0.134,0.633,109.739,1,4,179667,0:22
1955,Sincerely,The McGuire Sisters,4bsND9IuJz18UtFx2MwwO8,spotify:track:4bsND9IuJz18UtFx2MwwO8,23,Pop,FALSE,0.443,0.193,1,-10.479,0.0276,0.835,0,0.0855,0.599,74.505,1,4,178960,0:12
1955,The Ballad of Davy Crockett,Bill Hayes,7lWbcTQ5L920241ELayb0l,spotify:track:7lWbcTQ5L920241ELayb0l,24,Pop,TRUE,0.53,0.313,4,-15.076,0.141,0.868,0,0.138,0.771,171.458,1,4,143533,0:06
1955,Dance With Me Henry (Wallflower),Georgia Gibbs,1VbPvNOeKkkQGoMgeWeMzL,spotify:track:1VbPvNOeKkkQGoMgeWeMzL,25,Pop,FALSE,0.656,0.597,7,-11.1,0.23,0.895,5.04E-05,0.155,0.789,137.786,1,4,137600,0:08
1955,Hearts Of Stone,The Fontane Sisters,2DQBgBGAxlef0hOPavnXvV,spotify:track:2DQBgBGAxlef0hOPavnXvV,26,Pop,TRUE,0.657,0.564,5,-9.677,0.0607,0.645,1.13E-05,0.474,0.969,172.04,1,4,127040,0:00
1955,Unchained Melody,Les Baxter,4dnbvB2Y3cZncApCwowEQx,spotify:track:4dnbvB2Y3cZncApCwowEQx,27,Pop,FALSE,0.242,0.209,7,-13.017,0.0324,0.206,0.0289,0.139,0.221,93.267,1,4,153373,1:49
1955,The Crazy Otto Medley,Johnny Maddox,77St9zZxV7RrB3ne0oW9No,spotify:track:77St9zZxV7RrB3ne0oW9No,28,Pop,FALSE,0.494,0.575,3,-8.398,0.0408,0.875,0.964,0.16,0.948,123.849,1,4,172613,0:05
1955,Ko Ko Mo (I LoveYou So),Perry Como,2Fvz7K44EzJardlk9DLYW4,spotify:track:2Fvz7K44EzJardlk9DLYW4,29,Pop,FALSE,0.663,0.371,9,-12.86,0.103,0.955,0.000473,0.169,0.803,166.472,0,4,162160,0:14
1955,Melody of Love,Billy Vaughn,1NGlyoQJcjsC2lEOuNgsrq,spotify:track:1NGlyoQJcjsC2lEOuNgsrq,30,Pop,FALSE,0.779,0.708,7,-9.158,0.031,0.78,0.802,0.0562,0.932,119.389,1,4,141613,1:01
1955,Tweedle Dee,Georgia Gibbs,2TRt55mhsEEC7tuwE5dQdd,spotify:track:2TRt55mhsEEC7tuwE5dQdd,31,Pop,FALSE,0.68,0.447,0,-10.137,0.133,0.784,0,0.0906,0.895,170.21,1,4,150840,0:05
1955,How Important Can It Be?,Joni James,1iDNqXNGTuy8PIPIBpSGrP,spotify:track:1iDNqXNGTuy8PIPIBpSGrP,32,Pop,FALSE,0.364,0.2,1,-11.502,0.0335,0.913,0,0.313,0.656,88.438,1,4,154107,0:20
1955,The Naughty Lady Of Shady Lane,The Ames Brothers,4Rrm5AaiACtvvIueTqfoh0,spotify:track:4Rrm5AaiACtvvIueTqfoh0,33,Pop,FALSE,0.692,0.493,10,-7.964,0.0386,0.867,0.000136,0.0881,0.838,131.366,0,4,168613,0:07
1955,Unchained Melody,Al Hibbler,4eOIHZahd7bvIWPtaJIP0r,spotify:track:4eOIHZahd7bvIWPtaJIP0r,34,Pop,FALSE,0.256,0.233,10,-12.249,0.033,0.758,0.000313,0.308,0.284,98.886,1,4,176013,0:04
1955,Melody Of Love,The Four Aces,3yj0xLWjxQ0g2ukkxzykMR,spotify:track:3yj0xLWjxQ0g2ukkxzykMR,35,Pop,FALSE,0.264,0.194,5,-15.166,0.0298,0.907,0.014,0.387,0.155,96.167,1,3,166533,0:19
1955,Earth Angel,The Crew Cuts,5k455GfeaVkdrrssYGzik2,spotify:track:5k455GfeaVkdrrssYGzik2,37,Pop,FALSE,0.71,0.288,3,-14.437,0.0624,0.547,0,0.0988,0.35,77.625,1,4,170867,0:11
1955,The Ballad Of Davy Crockett,Tennessee Ernie Ford,6mE2XCZDePFaENGC5wpSAU,spotify:track:6mE2XCZDePFaENGC5wpSAU,38,Pop,TRUE,0.766,0.281,2,-11.934,0.0666,0.749,0,0.124,0.526,126.493,1,4,173560,0:04
1955,The Ballad Of Davy Crockett,Fess Parker,1AxABpsbUZehO51L4JVYmu,spotify:track:1AxABpsbUZehO51L4JVYmu,39,Pop,TRUE,0.625,0.114,0,-18.447,0.323,0.57,0,0.106,0.593,160.721,1,4,176253,0:03
1955,"Let Me Go, Lover",Joan Weber,4y77BxjMGSmFZ441aZDuCZ,spotify:track:4y77BxjMGSmFZ441aZDuCZ,41,Pop,TRUE,0.376,0.296,9,-7.203,0.0344,0.902,0,0.124,0.336,83.388,1,3,142733,0:07
1956,Don't Be Cruel,Elvis Presley,4zzXm1QJQXWLyUfFhWZBRg,spotify:track:4zzXm1QJQXWLyUfFhWZBRg,1,Rock,FALSE,0.68,0.675,2,-7.998,0.191,0.772,0,0.069,0.805,84.967,1,4,122867,0:15
1956,Hound Dog - Remastered,Elvis Presley,0mN7usMZ6ndPSIl545pPUz,spotify:track:0mN7usMZ6ndPSIl545pPUz,2,Rock,TRUE,0.358,0.845,0,-5.654,0.069,0.719,0.00646,0.832,0.954,175.44,1,4,136413,0:00
1956,Singing the Blues,Guy Mitchell,6vTtkSTXRtQPmVfSQXSfSc,spotify:track:6vTtkSTXRtQPmVfSQXSfSc,3,Pop,FALSE,0.662,0.514,4,-11.052,0.0375,0.742,0.000203,0.101,0.921,139.936,1,4,144693,0:12
1956,Love Me Tender,Elvis Presley,7iBBcw61QVJxI3NDzlpX2E,spotify:track:7iBBcw61QVJxI3NDzlpX2E,4,Rock,FALSE,0.439,0.0529,9,-16.253,0.039,0.881,0,0.106,0.314,109.382,1,3,162067,0:26
1956,Heartbreak Hotel,Elvis Presley,6xNwKNYZcvgV3XTIwsgNio,spotify:track:6xNwKNYZcvgV3XTIwsgNio,5,Rock,FALSE,0.696,0.21,4,-11.922,0.067,0.84,1.62E-06,0.107,0.717,93.543,1,4,127560,0:39
1956,The Wayward Wind,Gogi Grant,5WyWoxaMpyW63LblRIqJOG,spotify:track:5WyWoxaMpyW63LblRIqJOG,6,Pop,TRUE,0.504,0.366,11,-11.989,0.0375,0.771,0,0.402,0.511,129.539,1,4,175387,0:12
1956,The Green Door,Jim Lowe,1vVHksMupvdmIKdjVgk93u,spotify:track:1vVHksMupvdmIKdjVgk93u,7,Pop,TRUE,0.606,0.479,2,-9.387,0.0295,0.356,7.12E-06,0.0898,0.908,145.494,1,4,134493,0:24
